"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 12 16:35:46 GMT 2024","Wed Jun 12 16:35:47 GMT 2024","849","tests","test_register","","","","test_successful_registration_and_login",""
"passed","Wed Jun 12 16:35:47 GMT 2024","Wed Jun 12 16:35:47 GMT 2024","48","tests","test_register","","","","test_cancel_registration_opens_login_page",""
"passed","Wed Jun 12 16:35:28 GMT 2024","Wed Jun 12 16:35:28 GMT 2024","372","tests.api","test_api_signup","","","","test_successful_api_signup",""
"passed","Wed Jun 12 16:35:28 GMT 2024","Wed Jun 12 16:35:28 GMT 2024","23","tests.api","test_api_signup","","","","test_should_return_400_if_email_invalid",""
"passed","Wed Jun 12 16:35:45 GMT 2024","Wed Jun 12 16:35:45 GMT 2024","683","tests","test_login","","","","test_failed_login",""
"passed","Wed Jun 12 16:35:37 GMT 2024","Wed Jun 12 16:35:37 GMT 2024","825","tests","test_edit","","","","test_autocomplete",""
"passed","Wed Jun 12 16:35:39 GMT 2024","Wed Jun 12 16:35:41 GMT 2024","2631","tests","test_edit","","","","test_edit",""
"passed","Wed Jun 12 16:35:26 GMT 2024","Wed Jun 12 16:35:27 GMT 2024","727","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Wed Jun 12 16:35:27 GMT 2024","Wed Jun 12 16:35:28 GMT 2024","303","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
"passed","Wed Jun 12 16:35:27 GMT 2024","Wed Jun 12 16:35:27 GMT 2024","318","tests.api","test_api_login","","","","test_should_return_422_on_wrong_password",""
"passed","Wed Jun 12 16:35:28 GMT 2024","Wed Jun 12 16:35:28 GMT 2024","12","tests.api","test_api_signup","","","","test_should_return_400_if_username_too_short",""
"passed","Wed Jun 12 16:35:43 GMT 2024","Wed Jun 12 16:35:43 GMT 2024","45","tests","test_home","","","","test_successful_login",""
"passed","Wed Jun 12 16:35:27 GMT 2024","Wed Jun 12 16:35:27 GMT 2024","18","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Wed Jun 12 16:35:43 GMT 2024","Wed Jun 12 16:35:44 GMT 2024","679","tests","test_login","","","","test_successful_login",""
"passed","Wed Jun 12 16:35:28 GMT 2024","Wed Jun 12 16:35:28 GMT 2024","10","tests.api","test_api_signup","","","","test_should_return_400_if_password_too_short",""
